--- QtVCP Screen Started on: Tue, Dec 20 2022 10:31:10 AM ---
Tue20 10:31: File Manager error - No such path: /media/travis
Tue20 10:31: Machine OFF
Tue20 10:31: Hard limits tripped
Tue20 10:31: Tool 0: No Tool
Tue20 10:31: Machine ON
Tue20 10:36: Machine OFF
